0,6.2,1.5640000000000003
1,7.4,4.304
2,7.6,4.256
3,7.8,5.264000000000001
4,7.8,5.564000000000001
5,8.2,5.416
6,8.2,6.259999999999999
7,8.4,6.655999999999999
8,8.4,5.555999999999999
9,8.6,6.415999999999998
10,10.8,7.071999999999999
11,9.4,7.091999999999998
12,8.6,7.403999999999999
13,10.4,7.047999999999999
14,8.6,7.364
15,8.8,7.383999999999998
16,9.6,7.5360000000000005
17,9.2,7.688000000000003
18,10.0,7.576000000000001
19,11.0,7.22
20,9.6,7.231999999999999
21,9.6,7.5520000000000005
22,9.6,7.659999999999999
23,11.0,7.4319999999999995
24,10.4,7.207999999999999
25,12.0,7.56
26,11.2,7.592000000000001
27,10.8,7.9319999999999995
28,11.4,8.148000000000001
29,11.4,7.844000000000001
30,10.6,7.628000000000001
31,12.0,7.987999999999999
32,10.8,8.064
33,11.0,7.623999999999999
34,10.8,8.180000000000001
35,10.0,8.04
36,11.8,7.9559999999999995
37,11.4,8.419999999999996
38,10.0,7.492000000000001
39,10.4,7.952000000000001
40,11.4,8.183999999999997
41,11.0,7.651999999999999
42,10.4,8.292
43,11.8,7.992000000000003
44,10.8,7.8320000000000025
45,11.4,7.791999999999999
46,10.8,7.823999999999997
47,12.6,7.864000000000002
48,10.6,7.888000000000003
49,11.0,8.332
